web_scraper_order,web_scraper_start_url,type_habit,prix,adresse,image_lien
"1771502652-130","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalons jeans enfants","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091181_uploaded_image1_1619912235.jpg"
"1771502652-131","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble petit garçon","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3088972_uploaded_image1_1619825459.jpg"
"1771502652-132","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3088723_uploaded_image1_1619814031.jpg"
"1771502652-133","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Tunique enfant","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3087733_uploaded_image1_1619763855.jpg"
"1771502652-134","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements friperie enfants","1 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3087186_uploaded_image1_1619724786.jpg"
"1771502652-135","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Chemise enfant","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3086775_uploaded_image1_1619710616.jpg"
"1771502652-136","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfants","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3086774_uploaded_image1_1619710562.jpg"
"1771502652-137","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Chemise enfant","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3086770_uploaded_image1_1619710501.jpg"
"1771502652-138","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086234_uploaded_image1_1619695623.jpg"
"1771502652-139","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086230_uploaded_image1_1619695571.jpg"
"1771502652-140","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086229_uploaded_image1_1619695508.jpg"
"1771502652-141","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086225_uploaded_image1_1619695446.jpg"
"1771502652-142","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086220_uploaded_image1_1619695388.jpg"
"1771502652-143","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3083787_uploaded_image1_1619562155.jpg"
"1771502652-144","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfants","1 300CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3083311_uploaded_image1_1619543622.jpg"
"1771502652-145","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","10 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3079390_uploaded_image3_1619366149.jpeg"
"1771502652-146","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Boxer enfant","6 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3077069_uploaded_image1_1619214743.jpg"
"1771502652-147","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble fille","2 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3072126_uploaded_image1_1619012521.jpg"
"1771502652-148","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble fille","2 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3072113_uploaded_image1_1619012309.jpg"
"1771502652-149","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfant","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3067708_uploaded_image1_1618829674.jpg"
"1771502652-150","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Body bébé","10 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3067317_uploaded_image1_1618813231.jpg"
"1771502652-151","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Grenouillère bébé","3 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3067315_uploaded_image1_1618813047.jpg"
"1771502652-152","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3061627_uploaded_image1_1618503756.jpg"
"1771502652-153","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble vêtement enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3061615_uploaded_image1_1618503481.jpg"
"1771502652-154","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble bébé","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3061601_uploaded_image1_1618503055.jpg"
"1771502652-155","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Lacoste enfant","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3057300_uploaded_image1_1618332021.jpg"
"1771502652-156","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalon enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056602_uploaded_image1_1618315072.jpg"
"1771502652-157","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056595_uploaded_image1_1618314916.jpg"
"1771502652-158","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalon enfant","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056588_uploaded_image1_1618314847.jpg"
"1771502652-159","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056583_uploaded_image1_1618314776.jpg"
"1771502652-160","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056578_uploaded_image1_1618314619.jpg"
"1771502652-161","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","T-shirt enfant","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056575_uploaded_image1_1618314552.jpg"
"1771502652-162","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056574_uploaded_image1_1618314483.jpg"
"1771502652-163","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble blouson enfant","6 500CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3053772_uploaded_image1_1618187520.jpg"
"1771502652-164","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","T-shirt enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3051993_uploaded_image1_1618077955.jpg"
"1771502652-165","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble  body et collant","2 500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3043879_uploaded_image1_1617740872.jpg"
"1771502652-166","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3041195_uploaded_image1_1617633853.jpg"
"1771502652-167","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","1 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3041189_uploaded_image1_1617633624.jpg"
"1771502652-168","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensembles pour enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3038305_uploaded_image1_1617474792.jpg"
"1771502660-169","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3438481_uploaded_image1_1636971503.jpg"
"1771502660-170","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Combinaison surf pour enfant","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3420805_uploaded_image1_1636035011.jpg"
"1771502660-171","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble enfant","13 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3416581_uploaded_image1_1635864100.jpg"
"1771502660-172","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Blouson Poir Pour Enfant","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3414761_uploaded_image1_1635795193.jpg"
"1771502660-173","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Caleçons coton enfant -  12 pièces","6 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3412103_uploaded_image1_1635684897.jpg"
"1771502660-174","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe de princesse","30 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3410760_uploaded_image1_1635583935.jpg"
"1771502660-175","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble garçon","15 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405987_uploaded_image1_1635327202.jpg"
"1771502660-176","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robes enfant","15 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405969_uploaded_image1_1635326776.jpg"
"1771502660-177","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfants","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3404857_uploaded_image1_1635260273.jpg"
"1771502660-178","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3404666_uploaded_image1_1635254147.jpg"
"1771502660-179","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe de princesse","10 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3401212_uploaded_image1_1635078924.jpg"
"1771502660-180","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe de princesse","10 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3401211_uploaded_image1_1635078841.jpg"
"1771502660-181","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtement bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3398130_uploaded_image1_1634894756.jpg"
"1771502660-182","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtement bébé","3 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3396665_uploaded_image1_1634813452.jpg"
"1771502660-183","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble bébé","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3396563_uploaded_image1_1634810875.jpg"
"1771502660-184","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Grenouillère bébé","6 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3374507_uploaded_image1_1633645210.jpg"
"1771502660-185","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Articles bébés","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395767_uploaded_image1_1634755870.jpg"
"1771502660-186","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe bébé","1 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395494_uploaded_image1_1634745752.jpg"
"1771502660-187","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtement bébé","1 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395485_uploaded_image3_1634745594.jpeg"
"1771502660-188","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfants","2 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395480_uploaded_image1_1634745484.jpg"
"1771502660-189","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Grenouillère bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3340891_uploaded_image1_1631956848.jpg"
"1771502660-190","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Grenouillère bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3340897_uploaded_image1_1631956928.jpg"
"1771502660-191","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg"
"1771502660-192","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Short de friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365569_uploaded_image1_1633264344.jpg"
"1771502660-193","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Jeans de friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365568_uploaded_image1_1633264290.jpg"
"1771502660-194","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Jeans de friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365566_uploaded_image1_1633264236.jpg"
"1771502660-195","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Jeans de friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365564_uploaded_image1_1633264163.jpg"
"1771502660-196","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Short de friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365562_uploaded_image1_1633264117.jpg"
"1771502660-197","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Caleçon enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3347857_uploaded_image1_1632316849.jpg"
"1771502660-198","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Tee-shirt enfant","4 000CFA","Tambacounda, Sénégal","https://images.coinafrique.com/thumb_3344999_uploaded_image1_1632183344.jpg"
"1771502660-199","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble pour bébé","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3342098_uploaded_image1_1632007227.jpg"
"1771502660-200","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfant","4 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3339695_uploaded_image1_1631884032.jpg"
"1771502660-201","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3338087_uploaded_image1_1631803844.jpg"
"1771502660-202","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Pantalon enfant","5 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3334446_uploaded_image1_1631630022.jpg"
"1771502660-203","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Pantalon enfant","5 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3334439_uploaded_image1_1631629866.jpg"
"1771502660-204","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3330818_uploaded_image1_1631454754.jpg"
"1771502660-205","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Maillot enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3323046_uploaded_image1_1631093504.jpg"
"1771502660-206","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Hijab  enfant","1 500CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3319762_uploaded_image1_1630942932.jpg"
"1771502660-207","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble garçon","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3312390_uploaded_image1_1630601676.jpg"
"1771502660-208","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble garçon","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3312388_uploaded_image1_1630601614.jpg"
"1771502660-209","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble   garçon","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3312381_uploaded_image1_1630601429.jpg"
"1771502660-210","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble costume garçon","22 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3312379_uploaded_image1_1630601374.jpg"
"1771502660-211","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robes","6 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3309778_uploaded_image1_1630514175.jpg"
"1771502660-212","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe enfant","3 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3308950_uploaded_image1_1630499428.jpg"
"1771502660-213","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3306671_uploaded_image1_1630416750.jpg"
"1771502660-214","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Chemises Pimkie","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3303661_uploaded_image1_1630249960.jpg"
"1771502660-215","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Caleçons pour enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3298165_uploaded_image1_1629920561.jpg"
"1771502660-216","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe wax enfant","12 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_3292897_uploaded_image1_1629649247.jpg"
"1771502660-217","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe fille","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3292529_uploaded_image1_1629627801.jpg"
"1771502660-218","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robes fille","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3292525_uploaded_image1_1629627694.jpg"
"1771502660-219","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble 3 pièces garçon","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3288163_uploaded_image1_1629374065.jpg"
"1771502660-220","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble 3 pièces garçons","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3288161_uploaded_image1_1629373998.jpg"
"1771502660-221","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfant","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3284080_uploaded_image1_1629189917.jpg"
"1771502660-222","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements friperies enfants","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3269998_uploaded_image1_1628452686.jpg"
"1771502660-223","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble combinaison enfant 2 pièces","7 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3268417_uploaded_image1_1628359055.jpg"
"1771502660-224","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robes enfant","4 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3266560_uploaded_image1_1628269772.jpg"
"1771502660-225","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements de friperie","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3252830_uploaded_image1_1627680137.jpg"
"1771502660-226","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Sous vêtements enfants","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3250923_uploaded_image1_1627575838.jpg"
"1771502660-227","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe enfant","12 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_3246336_uploaded_image1_1627341068.jpg"
"1771502660-228","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Maillot de bain enfant","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3243385_uploaded_image1_1627145773.jpg"
"1771502660-229","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble short fille","8 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3243381_uploaded_image1_1627145505.jpg"
"1771502660-230","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble enfants","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3225642_uploaded_image1_1626171489.jpg"
"1771502660-231","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe   enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3223803_uploaded_image1_1626088912.jpg"
"1771502660-232","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3223798_uploaded_image1_1626088863.jpg"
"1771502660-233","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3223774_uploaded_image1_1626088433.jpg"
"1771502660-234","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222211_uploaded_image1_1626008052.jpg"
"1771502660-235","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221637_uploaded_image1_1625954553.jpg"
"1771502660-236","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Djellaba enfant","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3201236_uploaded_image1_1625141023.jpg"
"1771502660-237","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtement enfant","2 500CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_3199217_uploaded_image1_1625065031.jpg"
"1771502660-238","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Boubou enfant","1 000CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_3199201_uploaded_image1_1625064316.jpg"
"1771502660-239","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Sous-vêtement Enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg"
"1771502660-240","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Habits bébé","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3192618_uploaded_image1_1624700331.jpg"
"1771502660-241","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble vêtements","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3186865_uploaded_image1_1624408771.jpg"
"1771502660-242","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Sous vêtement enfants","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3186113_uploaded_image1_1624378022.jpg"
"1771502660-243","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","T-shirt enfant","1 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3186107_uploaded_image1_1624377710.jpg"
"1771502660-244","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe pour fillette","12 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3178371_uploaded_image1_1623973004.jpg"
"1771502660-245","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robes enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3176544_uploaded_image1_1623885930.jpg"
"1771502660-246","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Jeans de friperie enfant","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174226_uploaded_image1_1623782700.jpg"
"1771502660-247","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe de friperie enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174224_uploaded_image1_1623782622.jpg"
"1771502660-248","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robes de friperie enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174220_uploaded_image1_1623782572.jpg"
"1771502660-249","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe de friperie enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174219_uploaded_image1_1623782525.jpg"
"1771502660-250","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174216_uploaded_image1_1623782453.jpg"
"1771502660-251","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe de friperie - enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174214_uploaded_image1_1623782405.jpg"
"1771502660-252","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174209_uploaded_image1_1623782334.jpg"
"1771502669-253","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Robe enfant","6 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3637675_uploaded_image3_1649089080.jpeg"
"1771502669-254","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Maillot Sénégal enfants","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3637250_uploaded_image1_1649076487.jpg"
"1771502669-255","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3600844_uploaded_image1_1646833560.jpg"
"1771502669-256","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Maillots sénégal enfants","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3633429_uploaded_image1_1648859214.jpg"
"1771502669-257","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Robe enfant","5 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3628406_uploaded_image1_1648592474.jpg"
"1771502669-258","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Robes enfants","Prix sur demande","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3625258_uploaded_image3_1648390340.jpeg"
