web_scraper_order,web_scraper_start_url,type_habit,prix,adresse,image_lien
"1771502698-591","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","15 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682806_uploaded_image1_1712615672.jpg"
"1771502698-592","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","10 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682804_uploaded_image1_1712615617.jpg"
"1771502698-593","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","12 500CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4682799_uploaded_image1_1712615352.jpg"
"1771502698-594","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble 3 pièces enfants","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4669732_uploaded_image1_1711987098.jpg"
"1771502698-595","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4669723_uploaded_image1_1711986941.jpg"
"1771502698-596","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Slips pour enfants 2 - 8 ans","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4668016_uploaded_image1_1711892538.jpg"
"1771502698-597","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vetement  enfants","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg"
"1771502698-598","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe enfant","6 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4666224_uploaded_image1_1711745782.jpg"
"1771502698-599","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble petit garçon","9 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4709506_uploaded_image1_1713995931.jpg"
"1771502698-600","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble crop top","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4709483_uploaded_image1_1713995121.jpg"
"1771502698-601","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble maillot de bain","9 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4709459_uploaded_image1_1713994419.jpg"
"1771502698-602","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robes enfants","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667155_uploaded_image1_1711816360.jpg"
"1771502698-603","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robes en basin enfants","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667140_uploaded_image1_1711815203.jpg"
"1771502698-604","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robes basine et brodé enfant","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667139_uploaded_image1_1711815054.jpg"
"1771502698-605","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robes enfant basin et brodé","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667136_uploaded_image1_1711814665.jpg"
"1771502698-606","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659704_uploaded_image1_1711412034.jpg"
"1771502698-607","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble robe enfants","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659695_uploaded_image1_1711411505.jpg"
"1771502698-608","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659699_uploaded_image1_1711411751.jpg"
"1771502698-609","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble pour enfants","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659694_uploaded_image1_1711411367.jpg"
"1771502698-610","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Pantalons enfant","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659691_uploaded_image1_1711411286.jpg"
"1771502698-611","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe Turquie  enfants","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4653806_uploaded_image1_1711066086.jpg"
"1771502698-612","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651640_uploaded_image1_1710950622.jpg"
"1771502698-613","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble 3 pièces  enfants","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651598_uploaded_image1_1710949536.jpg"
"1771502698-614","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vetements enfant","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4645364_uploaded_image1_1710623336.jpg"
"1771502698-615","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","13 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4645145_uploaded_image1_1710608095.jpg"
"1771502698-616","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble  enfants","13 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4643810_uploaded_image1_1710528700.jpg"
"1771502698-617","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe enfant","5 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686601_uploaded_image1_1712843423.jpg"
"1771502698-618","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe enfant","4 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686597_uploaded_image1_1712843301.jpg"
"1771502698-619","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","3 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686588_uploaded_image1_1712843043.jpg"
"1771502698-620","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","1 700CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686576_uploaded_image1_1712842903.jpg"
"1771502698-621","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","1 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686563_uploaded_image1_1712842706.jpg"
"1771502698-622","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","18 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4639600_uploaded_image1_1710311876.jpg"
"1771502698-623","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4639590_uploaded_image1_1710311581.jpg"
"1771502698-624","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfant","9 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4677506_uploaded_image1_1712318751.jpg"
"1771502698-625","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","20 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676613_uploaded_image1_1712271072.jpg"
"1771502698-626","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Silip enfants","2 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4672209_uploaded_image1_1712088527.jpg"
"1771502698-627","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Pack Jelleba pour enfant","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4655936_uploaded_image1_1711198926.jpg"
"1771502698-628","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4608935_uploaded_image1_1708714886.jpg"
"1771502698-629","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe femme","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4652500_uploaded_image1_1711013502.jpg"
"1771502698-630","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe fille","15 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651732_uploaded_image1_1710953991.jpg"
"1771502698-631","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4600870_uploaded_image1_1708347775.jpg"
"1771502698-632","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4600864_uploaded_image1_1708347454.jpg"
"1771502698-633","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4600865_uploaded_image1_1708347569.jpg"
"1771502698-634","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4600868_uploaded_image1_1708347690.jpg"
"1771502698-635","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements bébé","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4624772_uploaded_image2_1709562313.jpeg"
"1771502698-636","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Grenouillère","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4623255_uploaded_image2_1709484828.jpeg"
"1771502698-637","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Tenue anniversaire enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4623058_uploaded_image1_1709473724.jpg"
"1771502698-638","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robes enfant","15 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623032_uploaded_image1_1709472242.jpg"
"1771502698-639","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4615109_uploaded_image1_1709070529.jpg"
"1771502698-640","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble filles","5 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4615094_uploaded_image1_1709070182.jpg"
"1771502698-641","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Coffret naissance","15 000CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_4608080_uploaded_image1_1708687411.jpg"
"1771502698-642","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe enfant","9 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4607426_uploaded_image1_1708642698.jpg"
"1771502698-643","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Grenouillère","3 500CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4606506_uploaded_image1_1708607013.jpg"
"1771502698-644","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Pantalon friperie enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4604387_uploaded_image1_1708513793.jpg"
"1771502698-645","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Pantalon friperie enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4604385_uploaded_image1_1708513782.jpg"
"1771502698-646","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Pantalon friperie enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4604379_uploaded_image1_1708513648.jpg"
"1771502698-647","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Pantalon enfant friperie","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4604378_uploaded_image1_1708513583.jpg"
"1771502698-648","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Blouson enfants","8 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4556181_uploaded_image1_1705852562.jpg"
"1771502698-649","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe bébé 0 - 9 mois","2 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4588746_uploaded_image1_1707650951.jpg"
"1771502698-650","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements pour bébé","500CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4585357_uploaded_image1_1707428281.jpg"
"1771502698-651","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble blouson pour fille","4 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4577293_uploaded_image1_1707012822.jpg"
"1771502698-652","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtement enfant","8 500CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4571573_uploaded_image1_1706729137.jpg"
"1771502698-653","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtement enfant","8 500CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4571570_uploaded_image1_1706729054.jpg"
"1771502698-654","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtement enfant","10 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4571564_uploaded_image1_1706728937.jpg"
"1771502698-655","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vetements  enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg"
"1771502698-656","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble enfant","6 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg"
"1771502698-657","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vetement enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4510412_uploaded_image1_1703252917.jpg"
"1771502698-658","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4510416_uploaded_image1_1703253068.jpg"
"1771502698-659","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Blouson pour enfant 4 - 15 ans","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4505009_uploaded_image1_1702930372.jpg"
"1771502698-660","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble blouson pour fille","5 500CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4538922_uploaded_image1_1704933290.jpg"
"1771502698-661","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Blouson pour fille","6 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4527014_uploaded_image1_1704375688.jpg"
"1771502698-662","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Pull enfant avec capuche","5 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4522850_uploaded_image1_1704190687.jpg"
"1771502698-663","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Pull pour enfant","5 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4522837_uploaded_image1_1704190481.jpg"
"1771502698-664","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517974_uploaded_image2_1703783715.jpeg"
"1771502698-665","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4516547_uploaded_image1_1703706216.jpg"
"1771502698-666","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4513354_uploaded_image3_1703506745.jpeg"
"1771502698-667","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Blouson enfant","5 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4511874_uploaded_image1_1703350100.jpg"
"1771502698-668","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Blouson enfant","5 500CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4511870_uploaded_image1_1703349818.jpg"
"1771502698-669","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble enfants 2 - 6ans","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4464056_uploaded_image1_1700401019.jpg"
"1771502698-670","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4455065_uploaded_image1_1699814184.jpg"
"1771502698-671","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble veste pour enfant","23 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4479762_uploaded_image1_1701402947.jpg"
"1771502698-672","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Slips enfants","7 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4467057_uploaded_image1_1700591564.jpg"
