web_scraper_order,web_scraper_start_url,type_chaussure,prix,adresse,image_lien
"1771453312-129","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5307448_uploaded_image1_1746143468.jpg"
"1771453312-130","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5307453_uploaded_image1_1746143663.jpg"
"1771453312-131","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5307445_uploaded_image1_1746143357.jpg"
"1771453312-132","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","22 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5351719_uploaded_image1_1748579858.jpg"
"1771453312-133","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Tapettes homme","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5351718_uploaded_image2_1748579763.jpeg"
"1771453312-134","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5305851_uploaded_image1_1746060014.jpg"
"1771453312-135","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures Timberland Berluti","16 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5350414_uploaded_image1_1748484037.jpg"
"1771453312-136","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Baskets NB9050","23 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5350412_uploaded_image1_1748483937.jpg"
"1771453312-137","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Baskets NB1906","23 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5350411_uploaded_image1_1748483850.jpg"
"1771453312-138","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures unisexe","14 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5350017_uploaded_image1_1748459077.jpg"
"1771453312-139","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures unisexe","14 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5349939_uploaded_image1_1748454104.jpg"
"1771453312-140","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Babouches","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349918_uploaded_image1_1748452087.jpg"
"1771453312-141","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures hommes","14 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5349774_uploaded_image1_1748446268.jpg"
"1771453312-142","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5348358_uploaded_image1_1748370711.jpg"
"1771453312-143","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures  homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5348355_uploaded_image1_1748370436.jpg"
"1771453312-144","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Sandales homme","14 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5348109_uploaded_image1_1748359717.jpg"
"1771453312-145","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Sandales homme","14 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5348095_uploaded_image1_1748359287.jpg"
"1771453312-146","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","16 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5348083_uploaded_image1_1748359073.jpg"
"1771453312-147","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures de course","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5347629_uploaded_image1_1748342137.jpg"
"1771453312-148","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5346815_uploaded_image1_1748284555.jpg"
"1771453312-149","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","22 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5346444_uploaded_image1_1748273049.jpg"
"1771453312-150","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5346342_uploaded_image1_1748270169.jpg"
"1771453312-151","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Stan  Smith","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5299470_uploaded_image1_1745669343.jpg"
"1771453312-152","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures original","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5299450_uploaded_image1_1745668750.jpg"
"1771453312-153","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures Balenciaga","13 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5343633_uploaded_image1_1748099218.jpg"
"1771453312-154","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5343503_uploaded_image1_1748092307.jpg"
"1771453312-155","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","13 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5343375_uploaded_image1_1748086204.jpg"
"1771453312-156","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5293535_uploaded_image1_1745362191.jpg"
"1771453312-157","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5293048_uploaded_image1_1745339518.jpg"
"1771453312-158","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures Nike","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5293050_uploaded_image1_1745339558.jpg"
"1771453312-159","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5291969_uploaded_image1_1745276331.jpg"
"1771453312-160","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5291981_uploaded_image1_1745276752.jpg"
"1771453312-161","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures Stan Smith","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5291976_uploaded_image1_1745276541.jpg"
"1771453312-162","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5291978_uploaded_image1_1745276625.jpg"
"1771453312-163","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5337426_uploaded_image1_1747766507.jpg"
"1771453312-164","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5337421_uploaded_image1_1747766439.jpg"
"1771453312-165","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5336781_uploaded_image1_1747739999.jpg"
"1771453312-166","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Chaussure Timberland","20 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5335978_uploaded_image1_1747682457.jpg"
"1771453312-167","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Sneakers Timberland","20 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5335950_uploaded_image1_1747681246.jpg"
"1771453312-168","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Timberlands homme","30 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334044_uploaded_image1_1747578967.jpg"
"1771453322-169","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Baskets Asic Cayono","27 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5371936_uploaded_image1_1749765298.jpg"
"1771453322-170","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Sandales","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359154_uploaded_image1_1748983277.jpg"
"1771453322-171","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures  Nike portal","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359143_uploaded_image1_1748982874.jpg"
"1771453322-172","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures Berluti","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359038_uploaded_image1_1748978250.jpg"
"1771453322-173","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Baskets New Balance","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5359006_uploaded_image1_1748976951.jpg"
"1771453322-174","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures homme","20 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5399058_uploaded_image1_1751302512.jpg"
"1771453322-175","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Babouches homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5355160_uploaded_image1_1748804517.jpg"
"1771453322-176","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures homme","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5355170_uploaded_image1_1748804676.jpg"
"1771453322-177","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures homme","6 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5395482_uploaded_image2_1751059185.jpeg"
"1771453322-178","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Mocassins homme","5 500CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5395412_uploaded_image1_1751054127.jpg"
"1771453322-179","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Sandales Hermès","20 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5393539_uploaded_image1_1750952929.jpg"
"1771453322-180","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures homme","35 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5391753_uploaded_image1_1750857199.jpg"
"1771453322-181","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures homme","40 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5391598_uploaded_image1_1750852699.jpg"
"1771453322-182","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures homme","7 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5390760_uploaded_image1_1750804520.jpg"
"1771453322-183","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures homme","100 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5389229_uploaded_image1_1750732912.jpg"
"1771453322-184","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Sandales en cuir","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388886_uploaded_image1_1750707753.jpg"
"1771453322-185","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures Zara","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5355405_uploaded_image1_1748811936.jpg"
"1771453322-186","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures Berluti","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5355402_uploaded_image1_1748811821.jpg"
"1771453322-187","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Sandales Hermès pour hommes","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5385859_uploaded_image1_1750532912.jpg"
"1771453322-188","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures homme","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5337086_uploaded_image1_1747753113.jpg"
"1771453322-189","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380989_uploaded_image1_1750269170.jpg"
"1771453322-190","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Sandales croches","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380985_uploaded_image1_1750269013.jpg"
"1771453322-191","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures femmes","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380983_uploaded_image1_1750268930.jpg"
"1771453322-192","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures homme","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380977_uploaded_image1_1750268827.jpg"
"1771453322-193","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures hommes","23 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380973_uploaded_image1_1750268749.jpg"
"1771453322-194","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Sandales croches","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380962_uploaded_image1_1750268329.jpg"
"1771453322-195","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Chaussures hommes","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380959_uploaded_image1_1750268225.jpg"
"1771453322-196","https://sn.coinafrique.com/categorie/chaussures-homme?page=8","Baskets Jordan Treize","21 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5379616_uploaded_image1_1750201036.jpg"
