web_scraper_order,web_scraper_start_url,type_chaussure,prix,adresse,image_lien
"1771453393-460","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Air force one","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5683003_uploaded_image1_1766275668.jpg"
"1771453393-461","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Air force one","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5683004_uploaded_image1_1766275716.jpg"
"1771453393-462","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","New Balance 1000","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5664667_uploaded_image1_1765321088.jpg"
"1771453393-463","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets New Balance 1000","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5664664_uploaded_image1_1765321021.jpg"
"1771453393-464","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Nike Air force 1 cacao","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5664658_uploaded_image1_1765320885.jpg"
"1771453393-465","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Asic gel","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5674251_uploaded_image1_1765839964.jpg"
"1771453393-466","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Asic gel kayono","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5674249_uploaded_image1_1765839904.jpg"
"1771453393-467","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","New Balance","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5674245_uploaded_image1_1765839813.jpg"
"1771453393-468","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Chaussures de ville","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5660977_uploaded_image1_1765145540.jpg"
"1771453393-469","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Chaussures de ville","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5660975_uploaded_image1_1765145484.jpg"
"1771453393-470","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Chaussures de ville","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5660969_uploaded_image1_1765145356.jpg"
"1771453393-471","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Chaussures de ville","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5660971_uploaded_image1_1765145411.jpg"
"1771453393-472","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Chaussures de ville","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5660965_uploaded_image1_1765145291.jpg"
"1771453393-473","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Nike Air Max moto","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5658145_uploaded_image1_1764970934.jpg"
"1771453393-474","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Nike Air Max moto","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5658152_uploaded_image1_1764971196.jpg"
"1771453393-475","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Nice Air Max","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5658154_uploaded_image1_1764971268.jpg"
"1771453393-476","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Adidas samba","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656549_uploaded_image1_1764883907.jpg"
"1771453393-477","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Nike nocta","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656544_uploaded_image1_1764883707.jpg"
"1771453393-478","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","New balance 740","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5685653_uploaded_image1_1766444520.jpg"
"1771453393-479","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Nike shox R4","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5685654_uploaded_image1_1766444577.jpg"
"1771453393-480","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Fendi","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656541_uploaded_image1_1764883603.jpg"
"1771453393-481","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Dior cd","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656533_uploaded_image1_1764883235.jpg"
"1771453393-482","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Jordan 1","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656536_uploaded_image1_1764883328.jpg"
"1771453393-483","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Louis vuitton skate","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656527_uploaded_image1_1764883123.jpg"
"1771453393-484","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Asic Gel Nyc","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656524_uploaded_image1_1764883061.jpg"
"1771453393-485","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Louis vuitton","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656538_uploaded_image1_1764883544.jpg"
"1771453393-486","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Timberland boots","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5670176_uploaded_image1_1765576010.jpg"
"1771453393-487","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Air force 1 montante","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656516_uploaded_image1_1764882787.jpg"
"1771453393-488","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Nike TN","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656485_uploaded_image1_1764881869.jpg"
"1771453393-489","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Air force 1","19 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656505_uploaded_image1_1764882446.jpg"
"1771453393-490","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","New Balance Fuel cell","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656501_uploaded_image1_1764882356.jpg"
"1771453393-491","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","New Balance","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656513_uploaded_image1_1764882662.jpg"
"1771453393-492","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Jordan 3","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656508_uploaded_image1_1764882568.jpg"
"1771453393-493","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Air force 1","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656488_uploaded_image1_1764881966.jpg"
"1771453393-494","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Nike P6000","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656495_uploaded_image1_1764882253.jpg"
"1771453393-495","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Jordan 3 rétro","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5658114_uploaded_image1_1764969274.jpg"
"1771453393-496","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Timberland boots","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5670171_uploaded_image1_1765575893.jpg"
"1771453393-497","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Dior b22","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5666582_uploaded_image1_1765401850.jpg"
"1771453393-498","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Timberland","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656479_uploaded_image1_1764881761.jpg"
"1771453393-499","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Jordan 4 rétro","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656461_uploaded_image1_1764881200.jpg"
"1771453393-500","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Dior b22","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5666583_uploaded_image1_1765401903.jpg"
"1771453393-501","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Nike Air Max 95","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5666574_uploaded_image1_1765401723.jpg"
"1771453393-502","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Dior b22","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5666578_uploaded_image1_1765401789.jpg"
"1771453393-503","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Nike Air Max 95","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5666571_uploaded_image1_1765401673.jpg"
"1771453393-504","https://sn.coinafrique.com/categorie/chaussures-homme?page=2","Baskets Air Max 95","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5656457_uploaded_image1_1764881079.jpg"
"1771453398-505","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures homme","22 500CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5749905_uploaded_image1_1769782261.jpg"
"1771453398-506","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5771502_uploaded_image1_1770903126.jpg"
"1771453398-507","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5771511_uploaded_image1_1770903306.jpg"
"1771453398-508","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5771496_uploaded_image1_1770903006.jpg"
"1771453398-509","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5771489_uploaded_image1_1770902889.jpg"
"1771453398-510","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5771479_uploaded_image1_1770902639.jpg"
"1771453398-511","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5771468_uploaded_image1_1770902125.jpg"
"1771453398-512","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Nike P6000","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5771410_uploaded_image1_1770900442.jpg"
"1771453398-513","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5771415_uploaded_image1_1770900566.jpg"
"1771453398-514","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5771406_uploaded_image1_1770900318.jpg"
"1771453398-515","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5771400_uploaded_image1_1770900243.jpg"
"1771453398-516","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","23 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5771394_uploaded_image1_1770900035.jpg"
"1771453398-517","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5771387_uploaded_image1_1770899906.jpg"
"1771453398-518","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","23 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5771368_uploaded_image1_1770899493.jpg"
"1771453398-519","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","23 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5771379_uploaded_image1_1770899713.jpg"
"1771453398-520","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures homme en cuir","1 300CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5777594_uploaded_image1_1771289196.jpg"
"1771453398-521","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Sneaker","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5777043_uploaded_image1_1771263740.jpg"
"1771453398-522","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures Prada","27 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5774787_uploaded_image1_1771102876.jpg"
"1771453398-523","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5774677_uploaded_image1_1771092238.jpg"
"1771453398-524","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures homme","15 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5773520_uploaded_image1_1771005361.jpg"
"1771453398-525","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures Hermès","140 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5773512_uploaded_image1_1771005158.jpg"
"1771453398-526","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Sandales en cuir","13 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5770322_uploaded_image1_1770845540.jpg"
"1771453398-527","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Babouches en cuir","14 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5770309_uploaded_image1_1770844995.jpg"
"1771453398-528","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5769564_uploaded_image1_1770816182.jpg"
"1771453398-529","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5769545_uploaded_image1_1770815670.jpg"
"1771453398-530","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5769535_uploaded_image1_1770815457.jpg"
"1771453398-531","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5769521_uploaded_image1_1770815084.jpg"
"1771453398-532","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5769513_uploaded_image1_1770814954.jpg"
"1771453398-533","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Palladium pampa high","15 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5766336_uploaded_image1_1770641061.jpg"
"1771453398-534","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Crocs sandales","6 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5714676_uploaded_image1_1768087120.jpg"
"1771453398-535","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Baskets Nike","13 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5762812_uploaded_image1_1770417372.jpg"
"1771453398-536","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Sandales orthopédique","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5762297_uploaded_image1_1770399973.jpg"
"1771453398-537","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5760772_uploaded_image1_1770330772.jpg"
"1771453398-538","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5760749_uploaded_image1_1770329899.jpg"
"1771453398-539","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures homme","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5760609_uploaded_image1_1770326218.jpg"
"1771453398-540","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Jordan 4 authentiques originales","40 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5760593_uploaded_image1_1770325855.jpg"
"1771453398-541","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","13 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5760425_uploaded_image1_1770321277.jpg"
"1771453398-542","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Sneakers navy flex","30 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5759795_uploaded_image1_1770295782.jpg"
"1771453398-543","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Baskets Adidas Samba","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758571_uploaded_image1_1770232010.jpg"
"1771453398-544","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Baskets Adidas Samba","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758567_uploaded_image1_1770231739.jpg"
"1771453398-545","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Baskets Adidas/ Adistar répétitor","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758312_uploaded_image1_1770221944.jpg"
"1771453398-546","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures hommes","13 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5756505_uploaded_image1_1770135001.jpg"
"1771453398-547","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures Hermès","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5751239_uploaded_image1_1769862397.jpg"
"1771453398-548","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Baskets Air Force One","12 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5748304_uploaded_image1_1769701708.jpg"
"1771453398-549","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures Timberland","35 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5748200_uploaded_image1_1769697271.jpg"
"1771453398-550","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Baskets Hugo Boss","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5748195_uploaded_image1_1769697106.jpg"
"1771453398-551","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","18 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5747868_uploaded_image1_1769685507.jpg"
"1771453398-552","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures orthopédique","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5747230_uploaded_image1_1769646220.jpg"
"1771453398-553","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5746871_uploaded_image1_1769620042.jpg"
"1771453398-554","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Vans Timberland","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5746866_uploaded_image1_1769619782.jpg"
"1771453398-555","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures TN","14 900CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5745917_uploaded_image1_1769593923.jpg"
"1771453398-556","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures Campus","14 900CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5745914_uploaded_image1_1769593852.jpg"
"1771453398-557","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures tn","14 900CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5745876_uploaded_image1_1769593110.jpg"
"1771453398-558","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures Campus","14 900CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5745868_uploaded_image1_1769592986.jpg"
"1771453398-559","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Timberlands Louis Vouitton","35 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5740532_uploaded_image1_1769344299.jpg"
"1771453398-560","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Baskets New Balance 1000","30 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5740531_uploaded_image1_1769344168.jpg"
"1771453398-561","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Timberlands Louis Vouitton","35 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5740527_uploaded_image1_1769343954.jpg"
"1771453398-562","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures Sebago","13 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5737758_uploaded_image1_1769194673.jpg"
"1771453398-563","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","32 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5729550_uploaded_image1_1768854964.jpg"
"1771453398-564","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Baskets Hermes Chypre","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5724452_uploaded_image1_1768570104.jpg"
"1771453398-565","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Crocs homme","8 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5720276_uploaded_image1_1768382635.jpg"
"1771453398-566","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Baskets Jordan One Low","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5719291_uploaded_image1_1768334077.jpg"
"1771453398-567","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures New Balance 1000","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5719053_uploaded_image1_1768321893.jpg"
"1771453398-568","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures New Balance 1000","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5719051_uploaded_image1_1768321795.jpg"
"1771453398-569","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Baskets Sebago","13 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5719030_uploaded_image1_1768320367.jpg"
"1771453398-570","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Baskets New Balance 1000","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5719027_uploaded_image1_1768320204.jpg"
"1771453398-571","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Baskets New Balance 530","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5719023_uploaded_image1_1768320082.jpg"
"1771453398-572","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Baskets Adidas Samba","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5719018_uploaded_image1_1768319934.jpg"
"1771453398-573","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures orthopédiques","10 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5716881_uploaded_image1_1768228848.jpg"
"1771453398-574","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Baskets Nike TN","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5716742_uploaded_image1_1768223689.jpg"
"1771453398-575","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Mocassins homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5716397_uploaded_image1_1768212595.jpg"
"1771453398-576","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5716365_uploaded_image1_1768211528.jpg"
"1771453398-577","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures orthopédique","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5716135_uploaded_image1_1768204513.jpg"
"1771453398-578","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","22 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5715935_uploaded_image1_1768181423.jpg"
"1771453398-579","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","18 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5715932_uploaded_image1_1768181055.jpg"
"1771453398-580","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5714834_uploaded_image1_1768103056.jpg"
"1771453398-581","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Sandales homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713963_uploaded_image1_1768047987.jpg"
"1771453398-582","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5709007_uploaded_image1_1767816836.jpg"
"1771453398-583","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","8 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5708158_uploaded_image1_1767785483.jpg"
"1771453398-584","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures  homme","8 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5708144_uploaded_image1_1767785229.jpg"
"1771453398-585","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Baskets homme","6 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5708139_uploaded_image1_1767785128.jpg"
"1771453398-586","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Crocs homme","10 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5703227_uploaded_image1_1767565385.jpg"
"1771453398-587","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Crocs Vip","15 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5703224_uploaded_image1_1767565279.jpg"
"1771453398-588","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","Chaussures hommes","12 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5702941_uploaded_image1_1767550946.jpg"
